Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP097562.1	214417	215025		plus	nicotinate-nucleotide adenylyltransferase	nadD	0	protein-coding		WP_023276239.1	202	N508_RS01105
NZ_CP097562.1	215025	215357		plus	ribosome silencing factor	rsfS	0	protein-coding		WP_023276240.1	110	N508_RS01110
NZ_CP097562.1	215386	215847		plus	tRNA (cytidine(34)-2'-O)-methyltransferase		0	protein-coding		WP_023276241.1	153	N508_RS01115
NZ_CP097562.1	216128	216394		minus	Mor transcription activator family protein		0	protein-coding		WP_081700841.1	88	N508_RS10945
NZ_CP097562.1	216644	217750		minus	bifunctional glycosyltransferase family 2/GtrA family protein		0	protein-coding		WP_023276242.1	368	N508_RS01120
NZ_CP097562.1	217768	218670		minus	DNA polymerase III subunit delta	holA	0	protein-coding		WP_023276243.1	300	N508_RS01125
NZ_CP097562.1	218680	219174		minus	hypothetical protein		0	protein-coding		WP_023276244.1	164	N508_RS01130
NZ_CP097562.1	219174	221729		minus	leucine--tRNA ligase	leuS	0	protein-coding		WP_040637070.1	851	N508_RS01135
NZ_CP097562.1	221879	224005		minus	Tex family protein		0	protein-coding		WP_023276246.1	708	N508_RS01140
NZ_CP097562.1	224129	224347		plus	hypothetical protein		0	protein-coding		WP_023276247.1	72	N508_RS01145
NZ_CP097562.1	224350	225783		minus	DUF445 family protein		0	protein-coding		WP_023276248.1	477	N508_RS01150
NZ_CP097562.1	225761	226681		minus	hypothetical protein		0	protein-coding		WP_023276249.1	306	N508_RS01155
NZ_CP097562.1	226662	227675		minus	endolytic transglycosylase MltG	mltG	0	protein-coding		WP_023276250.1	337	N508_RS01160
NZ_CP097562.1	227856	228728		plus	DUF6731 family protein		0	protein-coding		WP_023276251.1	290	N508_RS01165
NZ_CP097562.1	228732	230321		plus	long-chain-fatty-acid--CoA ligase		0	protein-coding		WP_023276252.1	529	N508_RS01170
NZ_CP097562.1	230337	230942		plus	flagellar basal body rod C-terminal domain-containing protein		0	protein-coding		WP_023276253.1	201	N508_RS01175
NZ_CP097562.1	230946	231560		plus	DUF1349 domain-containing protein		0	protein-coding		WP_023276254.1	204	N508_RS01180
NZ_CP097562.1	231798	233549		minus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023276255.1	583	N508_RS10905
NZ_CP097562.1	233639	234844		minus	6-phosphofructokinase		0	protein-coding		WP_040637152.1	401	N508_RS01195
NZ_CP097562.1	235040	235804		plus	biotin--[acetyl-CoA-carboxylase] ligase		0	protein-coding		WP_023276257.1	254	N508_RS01200
NZ_CP097562.1	235788	236558		plus	type III pantothenate kinase		0	protein-coding		WP_023276258.1	256	N508_RS01205
NZ_CP097562.1	236702	237640		plus	helix-turn-helix domain-containing protein		0	protein-coding		WP_023276259.1	312	N508_RS01210
NZ_CP097562.1	237647	238447		plus	hypothetical protein		0	protein-coding		WP_023276260.1	266	N508_RS01215
NZ_CP097562.1	238450	239649		plus	cysteine desulfurase family protein		0	protein-coding		WP_023276261.1	399	N508_RS01220
NZ_CP097562.1	239670	240107		plus	Fe-S cluster assembly scaffold protein NifU	nifU	0	protein-coding		WP_023276262.1	145	N508_RS01225
NZ_CP097562.1	240126	240350		plus	NifU family protein		0	protein-coding		WP_023276263.1	74	N508_RS01230
NZ_CP097562.1	240506	242140		plus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023276264.1	544	N508_RS01235
NZ_CP097562.1	242927	244192		minus	dihydroorotase		0	protein-coding		WP_023276265.1	421	N508_RS01240
NZ_CP097562.1	244211	245131		minus	aspartate carbamoyltransferase catalytic subunit		0	protein-coding		WP_023276266.1	306	N508_RS01245
NZ_CP097562.1	245133	245681		minus	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR	0	protein-coding		WP_023276267.1	182	N508_RS01250
NZ_CP097562.1	245896	246834		plus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023275060.1	312	N508_RS01255
NZ_CP097562.1	246971	247348		plus	hypothetical protein		0	protein-coding		WP_040637076.1	125	N508_RS01260
NZ_CP097562.1	247345	247794		plus	N-acetyltransferase		0	protein-coding		WP_023276269.1	149	N508_RS01265
NZ_CP097562.1	247818	248915		plus	peptide chain release factor 2	prfB	0	protein-coding		WP_023276270.1	365	N508_RS01270
NZ_CP097562.1	248917	250050		plus	alanine racemase	alr	0	protein-coding		WP_023276271.1	377	N508_RS01275
NZ_CP097562.1	250037	250807		plus	ABC transporter permease		0	protein-coding		WP_231380102.1	256	N508_RS01280
NZ_CP097562.1	250804	251550		plus	ABC transporter ATP-binding protein		0	protein-coding		WP_023276273.1	248	N508_RS01285
NZ_CP097562.1	251580	253307		plus	MlaD family protein		0	protein-coding		WP_023276274.1	575	N508_RS01290
NZ_CP097562.1	253324	254118		plus	"1,4-dihydroxy-6-naphthoate synthase"		0	protein-coding		WP_023276275.1	264	N508_RS01295
NZ_CP097562.1	254131	254994		plus	diacylglycerol kinase family protein		0	protein-coding		WP_023276276.1	287	N508_RS01300
NZ_CP097562.1	255071	255523		plus	chemotaxis protein CheW		0	protein-coding		WP_023276277.1	150	N508_RS01305
NZ_CP097562.1	255543	257651		plus	ATP-dependent DNA helicase RecG	recG	0	protein-coding		WP_023276278.1	702	N508_RS01310
NZ_CP097562.1	257716	258507		plus	dihydroorotate dehydrogenase electron transfer subunit		0	protein-coding		WP_023276279.1	263	N508_RS01315
NZ_CP097562.1	258509	259429		plus	dihydroorotate dehydrogenase		0	protein-coding		WP_040637078.1	306	N508_RS01320
NZ_CP097562.1	259423	260304		plus	class I SAM-dependent methyltransferase		0	protein-coding		WP_196806261.1	293	N508_RS01325
NZ_CP097562.1	260286	261275		plus	CsgG/HfaB family protein		0	protein-coding		WP_179077816.1	329	N508_RS01330
NZ_CP097562.1	261303	261449		minus	hypothetical protein		0	protein-coding		WP_155944393.1	48	N508_RS01335
NZ_CP097562.1	261571	262092		minus	gamma carbonic anhydrase family protein		0	protein-coding		WP_023276283.1	173	N508_RS01340
NZ_CP097562.1	262275	263072		plus	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	0	protein-coding		WP_040637162.1	265	N508_RS01345
NZ_CP097562.1	263086	263931		plus	pantoate--beta-alanine ligase	panC	0	protein-coding		WP_023276285.1	281	N508_RS01350
NZ_CP097562.1	264106	265500		plus	cbb3-type cytochrome c oxidase subunit I		0	protein-coding		WP_023276286.1	464	N508_RS01355
NZ_CP097562.1	265512	266423		plus	cbb3-type cytochrome c oxidase subunit II		0	protein-coding		WP_023276287.1	303	N508_RS01360
NZ_CP097562.1	266442	266651		plus	cbb3-type cytochrome c oxidase N-terminal domain-containing protein		0	protein-coding		WP_023276288.1	69	N508_RS01365
NZ_CP097562.1	266666	266887		plus	hypothetical protein		0	protein-coding		WP_023276289.1	73	N508_RS01370
NZ_CP097562.1	266874	268037		plus	4Fe-4S dicluster domain-containing protein		0	protein-coding		WP_040637081.1	387	N508_RS01375
NZ_CP097562.1	268055	268483		plus	hypothetical protein		0	protein-coding		WP_023276291.1	142	N508_RS01380
NZ_CP097562.1	268490	268654		plus	cbb3-type cytochrome oxidase assembly protein CcoS	ccoS	0	protein-coding		WP_023276292.1	54	N508_RS01385
NZ_CP097562.1	269018	271444		plus	heavy metal translocating P-type ATPase		0	protein-coding		WP_023276293.1	808	N508_RS01390
NZ_CP097562.1	271534	272193		minus	sulfite exporter TauE/SafE family protein		0	protein-coding		WP_023276294.1	219	N508_RS01395
NZ_CP097562.1	272201	272617		minus	hypothetical protein		0	protein-coding		WP_023276295.1	138	N508_RS01400
NZ_CP097562.1	272865	273572		plus	HAD-IA family hydrolase		0	protein-coding		WP_051350795.1	235	N508_RS01405
NZ_CP097562.1	273575	274834		plus	amidohydrolase		0	protein-coding		WP_023276297.1	419	N508_RS01410
NZ_CP097562.1	274836	276275		plus	adenylosuccinate lyase	purB	0	protein-coding		WP_051350796.1	479	N508_RS01415
NZ_CP097562.1	276798	277160		minus	6-carboxytetrahydropterin synthase QueD	queD	0	protein-coding		WP_023276299.1	120	N508_RS01420
NZ_CP097562.1	277203	277931		minus	pseudouridine synthase		0	protein-coding		WP_023276300.1	242	N508_RS01425
NZ_CP097562.1	277928	278773		minus	SMC-Scp complex subunit ScpB	scpB	0	protein-coding		WP_023276301.1	281	N508_RS01430
NZ_CP097562.1	278754	279488		minus	segregation/condensation protein A		0	protein-coding		WP_023276302.1	244	N508_RS01435
NZ_CP097562.1	279485	280465		minus	tryptophan--tRNA ligase	trpS	0	protein-coding		WP_023276303.1	326	N508_RS01440
NZ_CP097562.1	280467	281141		minus	site-2 protease family protein		0	protein-coding		WP_023276304.1	224	N508_RS01445
NZ_CP097562.1	281142	281828		minus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	0	protein-coding		WP_023276305.1	228	N508_RS01450
NZ_CP097562.1	281825	282802		minus	TRAM domain-containing protein		0	protein-coding		WP_023276306.1	325	N508_RS01455
NZ_CP097562.1	282810	283619		minus	YggT family protein		0	protein-coding		WP_023276307.1	269	N508_RS01460
NZ_CP097562.1	283695	284366		minus	YggS family pyridoxal phosphate-dependent enzyme		0	protein-coding		WP_023276308.1	223	N508_RS01465
NZ_CP097562.1	284363	285124		minus	polyphenol oxidase family protein		0	protein-coding		WP_023276309.1	253	N508_RS01470
NZ_CP097562.1	285128	285595		minus	hypothetical protein		0	protein-coding		WP_040637083.1	155	N508_RS01475
NZ_CP097562.1	285608	286447		minus	outer membrane protein OmpK		0	protein-coding		WP_023276311.1	279	N508_RS01480
NZ_CP097562.1	286470	288020		minus	long-chain-fatty-acid--CoA ligase		0	protein-coding		WP_023276312.1	516	N508_RS01485
NZ_CP097562.1	288060	288464		minus	bifunctional nuclease family protein		0	protein-coding		WP_023276313.1	134	N508_RS01490
NZ_CP097562.1	288466	289779		minus	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB	0	protein-coding		WP_023276314.1	437	N508_RS01495
NZ_CP097562.1	289801	291240		minus	undecaprenyl-phosphate galactose phosphotransferase WbaP	wbaP	0	protein-coding		WP_023276315.1	479	N508_RS01500
NZ_CP097562.1	291233	292363		minus	glycosyltransferase family 9 protein		0	protein-coding		WP_023276316.1	376	N508_RS01505
NZ_CP097562.1	292363	293304		minus	ADP-glyceromanno-heptose 6-epimerase	rfaD	0	protein-coding		WP_023276317.1	313	N508_RS01510
NZ_CP097562.1	293315	294736		minus	D-glycero-beta-D-manno-heptose-7-phosphate kinase	rfaE1	0	protein-coding		WP_023276318.1	473	N508_RS01515
NZ_CP097562.1	294729	295472		minus	hypothetical protein		0	protein-coding		WP_023276319.1	247	N508_RS01520
NZ_CP097562.1	295472	296770		minus	hypothetical protein		0	protein-coding		WP_023276320.1	432	N508_RS01525
NZ_CP097562.1	296758	299598		minus	anaerobic glycerol-3-phosphate dehydrogenase subunit C		0	protein-coding		WP_023276321.1	946	N508_RS01530
NZ_CP097562.1	299772	300731		plus	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA	0	protein-coding		WP_023276322.1	319	N508_RS01535
NZ_CP097562.1	300706	301524		plus	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA	0	protein-coding		WP_023276323.1	272	N508_RS01540
NZ_CP097562.1	301505	302083		plus	3'-5' exonuclease		0	protein-coding		WP_023276324.1	192	N508_RS01545
NZ_CP097562.1	302149	303294		plus	Mur ligase family protein		0	protein-coding		WP_023276325.1	381	N508_RS01550
NZ_CP097562.1	303284	305509		plus	LPS-assembly protein LptD		0	protein-coding		WP_076653914.1	741	N508_RS01555
NZ_CP097562.1	305577	306629		plus	hypothetical protein		0	protein-coding		WP_023276327.1	350	N508_RS01560
NZ_CP097562.1	306644	307633		plus	bifunctional oligoribonuclease/PAP phosphatase NrnA		0	protein-coding		WP_023276328.1	329	N508_RS01565
NZ_CP097562.1	307644	307808		plus	rubredoxin	rd	0	protein-coding		WP_023276329.1	54	N508_RS01570
NZ_CP097562.1	308350	310395		minus	BspA family leucine-rich repeat surface protein		0	protein-coding		WP_023276330.1	681	N508_RS01575
NZ_CP097562.1	310406	313942		minus	filamentous hemagglutinin N-terminal domain-containing protein		0	protein-coding		WP_023276331.1	1178	N508_RS01580
NZ_CP097562.1	313932	315611		minus	ShlB/FhaC/HecB family hemolysin secretion/activation protein		0	protein-coding		WP_023276332.1	559	N508_RS01585
NZ_CP097562.1	315887	320137		minus	2-hydroxyacyl-CoA dehydratase		0	protein-coding		WP_023276333.1	1416	N508_RS01590
NZ_CP097562.1	320319	321578		minus	hypothetical protein		0	protein-coding		WP_023276334.1	419	N508_RS01595
NZ_CP097562.1	321660	321875		minus	hypothetical protein		0	protein-coding		WP_023276335.1	71	N508_RS01600
NZ_CP097562.1	321952	322587		minus	hypothetical protein		0	protein-coding		WP_023276336.1	211	N508_RS01605
NZ_CP097562.1	322835	323098		minus	metal-sensing transcriptional repressor		0	protein-coding		WP_023276337.1	87	N508_RS01610
NZ_CP097562.1	323098	325584		minus	heavy metal translocating P-type ATPase		0	protein-coding		WP_023276338.1	828	N508_RS01620
NZ_CP097562.1	326023	327126		plus	spermidine/putrescine ABC transporter ATP-binding protein PotA	potA	0	protein-coding		WP_023276339.1	367	N508_RS01625
NZ_CP097562.1	327113	327970		plus	spermidine/putrescine ABC transporter permease PotB	potB	0	protein-coding		WP_023276340.1	285	N508_RS01630
NZ_CP097562.1	327970	328743		plus	spermidine/putrescine ABC transporter permease PotC	potC	0	protein-coding		WP_023276341.1	257	N508_RS01635
NZ_CP097562.1	328740	329780		plus	extracellular solute-binding protein		0	protein-coding		WP_023276342.1	346	N508_RS01640
NZ_CP097562.1	330351	330923		minus	HD domain-containing protein		0	protein-coding		WP_023276343.1	190	N508_RS01645
NZ_CP097562.1	330983	331252		minus	HU family DNA-binding protein		0	protein-coding		WP_023276344.1	89	N508_RS01650
NZ_CP097562.1	331355	332371		minus	aspartate-semialdehyde dehydrogenase		0	protein-coding		WP_023276345.1	338	N508_RS01655
NZ_CP097562.1	332546	332618		plus	tRNA-Arg		0	tRNA				N508_RS01660
NZ_CP097562.1	332624	333424		minus	shikimate dehydrogenase	aroE	0	protein-coding		WP_023276346.1	266	N508_RS01665
NZ_CP097562.1	333426	334082		minus	DUF502 domain-containing protein		0	protein-coding		WP_023276347.1	218	N508_RS01670
NZ_CP097562.1	334097	334657		minus	hypothetical protein		0	protein-coding		WP_023276348.1	186	N508_RS01675
NZ_CP097562.1	334650	335318		minus	histidinol phosphate phosphatase domain-containing protein		0	protein-coding		WP_023276349.1	222	N508_RS01680
NZ_CP097562.1	335438	335806		plus	hypothetical protein		0	protein-coding		WP_023276350.1	122	N508_RS01685
NZ_CP097562.1	336046	337635		minus	citramalate synthase	cimA	0	protein-coding		WP_023276351.1	529	N508_RS01690
NZ_CP097562.1	337622	338860		minus	aspartate kinase		0	protein-coding		WP_023276352.1	412	N508_RS01695
NZ_CP097562.1	338883	340046		minus	cofactor-independent phosphoglycerate mutase		0	protein-coding		WP_023276353.1	387	N508_RS01700
NZ_CP097562.1	340046	341359		minus	homoserine dehydrogenase		0	protein-coding		WP_023276354.1	437	N508_RS01705
NZ_CP097562.1	341519	342457		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023276355.1	312	N508_RS01710
NZ_CP097562.1	342686	343360		plus	carbonic anhydrase		0	protein-coding		WP_023276356.1	224	N508_RS01715
NZ_CP097562.1	343363	345639		minus	Smr/MutS family protein		0	protein-coding		WP_023276357.1	758	N508_RS01720
NZ_CP097562.1	345655	346161		minus	CvpA family protein		0	protein-coding		WP_023276358.1	168	N508_RS01725
NZ_CP097562.1	346163	346603		minus	GatB/YqeY domain-containing protein		0	protein-coding		WP_023276359.1	146	N508_RS01730
NZ_CP097562.1	346623	347297		minus	7-cyano-7-deazaguanine synthase QueC	queC	0	protein-coding		WP_023276360.1	224	N508_RS01735
NZ_CP097562.1	347461	348228		minus	inositol monophosphatase family protein		0	protein-coding		WP_023276361.1	255	N508_RS01740
NZ_CP097562.1	348275	349294		plus	AFG1/ZapE family ATPase	zapE	0	protein-coding		WP_023276362.1	339	N508_RS01745
NZ_CP097562.1	349291	350031		minus	YaaA family protein		0	protein-coding		WP_023276363.1	246	N508_RS01750
NZ_CP097562.1	350038	351600		minus	acetyl-CoA hydrolase/transferase C-terminal domain-containing protein		0	protein-coding		WP_023276364.1	520	N508_RS01755
NZ_CP097562.1	351632	352702		minus	radical SAM protein		0	protein-coding		WP_023276365.1	356	N508_RS01760
NZ_CP097562.1	352819	353583		minus	energy transducer TonB		0	protein-coding		WP_040637084.1	254	N508_RS01765
NZ_CP097562.1	353739	354170		plus	Hsp20/alpha crystallin family protein		0	protein-coding		WP_023276367.1	143	N508_RS01770
NZ_CP097562.1	354186	355292		plus	molecular chaperone DnaJ	dnaJ	0	protein-coding		WP_023276368.1	368	N508_RS01775
NZ_CP097562.1	355301	355666		plus	helix-turn-helix transcriptional regulator		0	protein-coding		WP_023276369.1	121	N508_RS01780
NZ_CP097562.1	355682	358279		plus	ATP-dependent chaperone ClpB	clpB	0	protein-coding		WP_023276370.1	865	N508_RS01785
NZ_CP097562.1	358429	358746		minus	thioredoxin	trxA	0	protein-coding		WP_023276371.1	105	N508_RS01790
NZ_CP097562.1	358797	359594		minus	TIGR02757 family protein		0	protein-coding		WP_023276372.1	265	N508_RS01795
NZ_CP097562.1	359578	361977		minus	TIGR03960 family B12-binding radical SAM protein		0	protein-coding		WP_023276373.1	799	N508_RS01800
NZ_CP097562.1	361988	363097		minus	rod shape-determining protein RodA	rodA	0	protein-coding		WP_023276374.1	369	N508_RS01805
NZ_CP097562.1	363101	364948		minus	penicillin-binding protein 2	mrdA	0	protein-coding		WP_023276375.1	615	N508_RS01810
NZ_CP097562.1	364923	365402		minus	hypothetical protein		0	protein-coding		WP_040637086.1	159	N508_RS01815
NZ_CP097562.1	365380	366177		minus	rod shape-determining protein MreC	mreC	0	protein-coding		WP_023276377.1	265	N508_RS01820
NZ_CP097562.1	366181	367206		minus	rod shape-determining protein		0	protein-coding		WP_023276378.1	341	N508_RS01825
NZ_CP097562.1	367299	367382		minus	tRNA-Leu		0	tRNA				N508_RS01830
NZ_CP097562.1	367391	367600		minus	TOBE domain-containing protein		0	protein-coding		WP_023276379.1	69	N508_RS01835
NZ_CP097562.1	367670	368140		minus	methylated-DNA--[protein]-cysteine S-methyltransferase		0	protein-coding		WP_023276380.1	156	N508_RS01840
NZ_CP097562.1	368144	369964		minus	RNA polymerase sigma factor RpoD	rpoD	0	protein-coding		WP_023276381.1	606	N508_RS01845
NZ_CP097562.1	369970	371679		minus	DNA primase	dnaG	0	protein-coding		WP_023276382.1	569	N508_RS01850
NZ_CP097562.1	371822	372760		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023275060.1	312	N508_RS01855
NZ_CP097562.1	372940	373110		minus	FeoB-associated Cys-rich membrane protein		0	protein-coding		WP_023276383.1	56	N508_RS01860
NZ_CP097562.1	373127	375367		minus	ferrous iron transport protein B	feoB	0	protein-coding		WP_023276384.1	746	N508_RS01865
NZ_CP097562.1	375442	376194		minus	metal-dependent transcriptional regulator		0	protein-coding		WP_023276385.1	250	N508_RS01870
